merchant_id,merchant_name,category,region,integration_type,years_on_visa,avg_monthly_volume_k,monthly_txn_count,avg_txn_size,dispute_rate_pct,support_tickets_monthly,volume_trend_pct,churn_label
777,Prime Trade 777,eCommerce,Asia Pacific,Semi-integrated,5.5,1895.4,1375,1378.47,0.46,8,16.8,0
778,Prime Trade 778,Retail,MEA,Semi-integrated,1.4,1776.1,3410,520.85,0.48,13,32.7,0
779,Global Shop 779,Restaurant,Europe,Integrated,3.7,1442.0,2127,677.95,0.39,17,41.3,0
780,Global Commerce 780,Services,North America,Integrated,8.0,474.9,334,1421.86,0.32,9,-7.2,0
781,Swift Commerce 781,Services,Europe,Integrated,4.0,300.7,637,472.06,1.6,2,30.0,0
782,Peak Transact 782,Travel,MEA,Integrated,12.0,154.2,358,430.73,0.26,5,19.0,0
783,Express Hub 783,Retail,LAC,Semi-integrated,11.0,289.9,271,1069.74,0.96,8,27.5,0
784,Express Shop 784,Retail,MEA,Integrated,7.2,683.7,1528,447.45,1.32,1,6.2,0
785,Express Payments 785,eCommerce,MEA,Integrated,11.6,221.2,209,1058.37,1.4,4,4.3,0
786,Swift Transact 786,Travel,North America,Semi-integrated,10.5,760.9,641,1187.05,0.55,3,26.7,0
787,Direct Hub 787,Retail,Europe,Semi-integrated,4.2,172.1,149,1155.03,0.49,17,27.1,0
788,Smart Trade 788,Entertainment,North America,Semi-integrated,9.1,65.0,129,503.88,0.31,7,39.3,0
789,Express Pay 789,Travel,North America,Manual,2.1,2094.7,5125,408.72,0.11,15,12.0,1
790,Peak Payments 790,Retail,MEA,Integrated,8.4,342.3,681,502.64,0.81,9,5.9,0
791,Direct Trade 791,Retail,MEA,Semi-integrated,6.1,206.1,520,396.35,0.69,9,-41.2,1
792,Global Hub 792,eCommerce,North America,Integrated,0.7,143.8,284,506.34,0.26,16,-24.2,1
793,Smart Transact 793,Entertainment,LAC,Semi-integrated,3.7,1202.6,2998,401.13,0.05,12,0.1,1
794,Global Pay 794,Entertainment,Asia Pacific,Manual,11.5,4559.1,13409,340.0,0.06,4,-14.0,0
795,Digital Transact 795,eCommerce,North America,Semi-integrated,4.1,378.3,558,677.96,0.37,5,24.3,0
796,Prime Payments 796,Restaurant,MEA,Semi-integrated,2.6,491.9,430,1143.95,0.41,11,-18.2,0
797,Digital Market 797,Services,MEA,Semi-integrated,2.7,2981.8,2500,1192.72,0.56,0,-2.0,0
798,Digital Hub 798,eCommerce,Asia Pacific,Integrated,6.0,52.7,105,501.9,0.17,2,-1.2,0
799,Express Pay 799,Restaurant,LAC,Semi-integrated,10.2,8000.0,14942,535.4,1.09,1,32.1,0
800,Peak Hub 800,eCommerce,Europe,Semi-integrated,9.2,8000.0,7684,1041.12,0.36,12,-4.2,1
801,Express Shop 801,Retail,LAC,Manual,5.5,15.0,50,300.0,0.34,7,17.0,0
802,Swift Commerce 802,Restaurant,Asia Pacific,Integrated,2.9,580.3,1678,345.83,0.57,0,11.9,0
803,Direct Transact 803,Travel,MEA,Integrated,1.0,243.1,275,884.0,0.6,13,26.1,0
804,Digital Payments 804,Services,North America,Semi-integrated,5.8,459.1,466,985.19,1.0,11,25.0,0
805,Direct Trade 805,Entertainment,North America,Integrated,9.9,370.3,383,966.84,0.05,12,7.3,0
806,Digital Transact 806,Entertainment,MEA,Integrated,8.9,2072.4,3043,681.04,0.67,2,-25.9,0
807,Peak Commerce 807,Travel,Europe,Integrated,5.2,568.2,1496,379.81,0.5,15,3.4,0
808,Digital Hub 808,Retail,Europe,Semi-integrated,7.3,185.8,369,503.52,1.5,3,7.6,0
809,Digital Transact 809,eCommerce,LAC,Integrated,5.5,522.7,349,1497.71,0.31,10,13.7,0
810,Direct Market 810,Services,North America,Integrated,7.2,1367.4,2300,594.52,0.65,10,-6.8,1
811,Smart Hub 811,Retail,Asia Pacific,Integrated,6.5,126.8,92,1378.26,1.33,3,30.8,0
812,Express Commerce 812,Services,Europe,Manual,8.3,66.4,100,664.0,1.37,6,8.3,1
813,Express Commerce 813,Entertainment,North America,Semi-integrated,6.3,8000.0,12070,662.8,0.39,0,-10.4,0
814,Peak Transact 814,Restaurant,MEA,Integrated,11.3,270.6,573,472.25,0.05,8,-1.2,0
815,Prime Transact 815,Entertainment,North America,Integrated,5.4,548.8,1028,533.85,0.47,12,46.6,0
816,Smart Transact 816,Services,North America,Semi-integrated,0.7,381.1,1023,372.53,0.47,5,21.3,0
817,Smart Hub 817,Retail,LAC,Integrated,3.2,1432.7,774,1851.03,1.45,9,29.0,0
818,Swift Market 818,Retail,MEA,Semi-integrated,6.3,7957.8,19377,410.68,0.55,17,-12.8,1
819,Prime Hub 819,Travel,North America,Integrated,6.7,1498.0,833,1798.32,0.39,4,-5.8,0
820,Digital Commerce 820,Services,LAC,Manual,6.9,79.4,100,794.0,1.12,5,-5.6,0
821,Smart Commerce 821,Retail,Asia Pacific,Integrated,8.7,95.8,258,371.32,0.98,2,11.7,0
822,Global Pay 822,Travel,MEA,Semi-integrated,3.7,380.5,847,449.23,0.88,9,4.5,0
823,Direct Commerce 823,Retail,North America,Integrated,8.1,456.9,424,1077.59,0.05,3,-1.8,0
824,Swift Shop 824,Travel,MEA,Manual,8.6,59.7,103,579.61,0.12,15,0.7,0
825,Smart Trade 825,Travel,LAC,Manual,5.2,2094.5,4827,433.91,0.28,5,-7.9,1
826,Swift Trade 826,Retail,MEA,Semi-integrated,5.1,145.4,413,352.06,0.26,11,4.4,0
827,Prime Payments 827,Entertainment,Europe,Integrated,2.6,5381.0,11223,479.46,2.1,3,30.3,0
828,Peak Commerce 828,Services,MEA,Integrated,5.3,8000.0,4493,1780.55,1.52,5,-22.3,0
829,Swift Trade 829,Services,LAC,Semi-integrated,9.5,469.9,821,572.35,0.24,3,14.9,0
830,Swift Shop 830,Retail,North America,Semi-integrated,11.0,1229.7,1085,1133.36,0.05,9,35.6,0
831,Prime Payments 831,Restaurant,MEA,Integrated,7.3,118.5,73,1623.29,1.54,0,4.3,0
832,Smart Payments 832,Restaurant,LAC,Integrated,3.9,1592.6,3179,500.98,0.06,1,-2.6,0
833,Direct Pay 833,eCommerce,Europe,Integrated,8.3,331.1,808,409.78,0.21,9,26.5,0
834,Peak Transact 834,Retail,Asia Pacific,Semi-integrated,9.0,145.2,85,1708.24,0.33,9,-11.7,0
835,Swift Hub 835,Services,Europe,Semi-integrated,4.3,443.6,1090,406.97,0.06,5,7.5,0
836,Express Market 836,Entertainment,Asia Pacific,Semi-integrated,10.0,346.5,785,441.4,0.45,7,-12.8,0
837,Peak Payments 837,Entertainment,MEA,Semi-integrated,1.3,421.9,1004,420.22,0.78,7,-29.4,0
838,Digital Hub 838,Restaurant,MEA,Integrated,0.6,2513.8,2794,899.71,0.43,13,5.0,1
839,Prime Market 839,Retail,Europe,Integrated,1.9,221.5,328,675.3,0.52,8,-17.3,0
840,Global Shop 840,Services,MEA,Integrated,2.3,7548.0,6033,1251.12,0.97,15,7.8,1
841,Express Shop 841,Restaurant,Asia Pacific,Semi-integrated,10.6,104.1,114,913.16,1.12,3,30.3,0
842,Prime Trade 842,Travel,LAC,Integrated,5.4,6384.3,8024,795.65,0.05,3,45.1,0
843,Express Shop 843,Services,LAC,Integrated,3.7,160.3,208,770.67,0.84,7,9.9,0
844,Swift Shop 844,Retail,Asia Pacific,Integrated,5.4,664.2,622,1067.85,0.34,1,28.4,0
845,Peak Pay 845,Retail,Asia Pacific,Integrated,5.0,334.9,325,1030.46,1.49,12,16.0,1
846,Swift Hub 846,Retail,Asia Pacific,Semi-integrated,4.0,411.1,1132,363.16,0.4,7,0.3,0
847,Swift Hub 847,Retail,MEA,Integrated,2.1,2042.4,5023,406.61,0.15,6,-30.5,1
848,Digital Transact 848,Retail,Europe,Integrated,8.0,5430.3,7391,734.72,0.42,9,40.5,0
849,Swift Hub 849,Entertainment,Europe,Semi-integrated,2.1,3521.8,10104,348.56,2.32,1,-13.0,1
850,Smart Payments 850,Travel,Europe,Integrated,9.4,377.4,414,911.59,0.66,6,35.7,0
851,Global Hub 851,Services,North America,Integrated,2.8,860.9,1306,659.19,1.27,17,18.7,0
852,Swift Pay 852,Entertainment,Europe,Integrated,8.9,222.5,563,395.2,0.19,11,-11.5,0
853,Direct Pay 853,Services,North America,Semi-integrated,9.8,166.0,266,624.06,0.29,10,14.2,0
854,Direct Hub 854,Restaurant,North America,Integrated,1.9,133.6,145,921.38,0.52,9,50.7,0
855,Express Shop 855,Restaurant,LAC,Semi-integrated,1.5,360.5,512,704.1,1.26,8,38.7,0
856,Swift Market 856,Services,North America,Manual,11.4,943.4,1652,571.07,0.25,16,-2.3,1
857,Peak Trade 857,Restaurant,Asia Pacific,Semi-integrated,5.8,45.8,93,492.47,0.39,16,-6.2,1
858,Direct Payments 858,Retail,LAC,Integrated,7.7,623.3,943,660.98,0.05,7,10.0,0
859,Express Market 859,Entertainment,LAC,Semi-integrated,0.8,5554.9,8767,633.61,0.19,16,4.7,0
860,Peak Shop 860,Entertainment,Asia Pacific,Integrated,3.7,3199.3,3710,862.35,1.97,1,32.0,0
861,Global Shop 861,Services,North America,Integrated,6.3,293.2,539,543.97,0.67,5,22.8,0
862,Smart Pay 862,Services,MEA,Semi-integrated,10.7,94.1,98,960.2,2.0,5,-25.8,0
863,Digital Pay 863,Retail,MEA,Integrated,3.6,1266.2,3379,374.73,1.06,12,17.2,1
864,Global Transact 864,Entertainment,LAC,Integrated,9.4,25.9,61,424.59,1.41,10,4.4,0
865,Prime Trade 865,Services,North America,Integrated,8.1,3147.0,4801,655.49,0.17,8,8.7,0
866,Global Shop 866,Entertainment,North America,Integrated,1.8,493.2,1167,422.62,3.46,4,13.0,0
867,Global Shop 867,Entertainment,Europe,Integrated,3.9,8000.0,4139,1932.83,0.37,9,32.0,0
868,Peak Payments 868,Services,North America,Semi-integrated,3.2,59.3,80,741.25,0.68,4,27.6,0
869,Smart Pay 869,eCommerce,MEA,Manual,5.6,2405.2,3850,624.73,1.1,8,-7.0,1
870,Direct Shop 870,Retail,Europe,Integrated,7.8,577.8,967,597.52,0.78,6,6.8,0
871,Smart Pay 871,eCommerce,Europe,Semi-integrated,5.5,418.4,992,421.77,0.07,15,-1.0,1
872,Peak Payments 872,Restaurant,MEA,Integrated,3.3,97.7,284,344.01,0.49,13,-25.6,0
873,Direct Commerce 873,Retail,MEA,Integrated,8.5,1531.6,2220,689.91,1.85,3,5.8,0
874,Smart Shop 874,Retail,Europe,Integrated,7.2,1714.0,2359,726.58,1.82,16,44.9,0
875,Digital Transact 875,Entertainment,Europe,Integrated,6.5,8000.0,16210,493.52,0.73,11,-26.2,0
876,Digital Trade 876,Travel,Asia Pacific,Integrated,6.9,2727.9,3282,831.17,0.39,6,7.5,0
877,Smart Payments 877,Travel,LAC,Integrated,3.1,289.6,247,1172.47,0.53,9,6.9,0
878,Direct Hub 878,Entertainment,MEA,Integrated,8.3,163.1,473,344.82,0.2,3,13.8,0
879,Express Payments 879,Travel,MEA,Semi-integrated,5.0,97.9,247,396.36,0.15,0,-11.3,0
880,Peak Market 880,Travel,MEA,Integrated,4.7,5231.8,15152,345.29,1.05,7,-20.5,0
881,Global Pay 881,Retail,North America,Integrated,2.2,223.8,233,960.52,0.18,14,-19.6,0
882,Prime Commerce 882,Services,Europe,Integrated,7.4,5283.4,2876,1837.07,0.59,6,34.6,0
883,Smart Market 883,eCommerce,Asia Pacific,Semi-integrated,7.4,1387.3,2210,627.74,2.17,6,-11.7,1
884,Global Pay 884,Retail,North America,Integrated,4.4,1055.6,2991,352.93,0.65,17,-2.0,0
885,Direct Market 885,Entertainment,Europe,Semi-integrated,10.4,432.8,366,1182.51,0.73,17,50.1,0
886,Peak Payments 886,Entertainment,North America,Integrated,10.2,1677.3,1330,1261.13,0.61,8,-6.7,0
887,Digital Payments 887,Retail,MEA,Integrated,1.8,650.9,437,1489.47,1.7,0,14.8,0
888,Swift Market 888,Restaurant,North America,Manual,8.5,396.7,957,414.52,0.63,12,29.3,0
889,Global Transact 889,Retail,North America,Integrated,5.0,1762.4,4343,405.8,0.13,12,28.3,0
890,Global Pay 890,Restaurant,North America,Integrated,12.0,543.7,1217,446.75,0.5,16,-18.6,0
891,Swift Transact 891,Retail,North America,Integrated,3.1,217.5,137,1587.59,0.19,17,-6.3,1
892,Digital Transact 892,Entertainment,Asia Pacific,Manual,3.7,1540.3,3555,433.28,0.49,11,14.0,1
893,Smart Market 893,Travel,Europe,Semi-integrated,5.6,608.1,986,616.73,0.15,1,46.6,0
894,Prime Market 894,Services,MEA,Semi-integrated,3.6,1318.8,1179,1118.58,0.61,4,-7.2,0
895,Swift Hub 895,Entertainment,Europe,Manual,8.5,352.3,436,808.03,0.27,12,-1.9,1
896,Global Transact 896,Travel,Asia Pacific,Integrated,6.0,122.4,214,571.96,0.82,10,16.4,0
897,Express Transact 897,Travel,LAC,Manual,3.0,7548.5,9995,755.23,0.43,7,20.4,1
898,Prime Commerce 898,Retail,LAC,Integrated,6.3,5797.9,16955,341.96,0.16,7,21.6,0
899,Prime Pay 899,Retail,LAC,Semi-integrated,10.7,2292.3,3866,592.94,0.33,12,-8.9,1
900,Global Market 900,Travel,Europe,Integrated,9.6,386.5,552,700.18,0.64,7,-2.6,0
901,Digital Hub 901,Retail,Asia Pacific,Integrated,6.2,436.8,953,458.34,0.19,2,12.3,0
902,Digital Pay 902,Retail,MEA,Manual,3.8,4606.7,9795,470.31,0.06,17,33.2,0
903,Direct Market 903,Restaurant,MEA,Integrated,2.6,405.3,205,1977.07,1.16,6,3.2,0
904,Prime Hub 904,Services,LAC,Manual,10.6,274.4,561,489.13,0.2,5,7.6,0
905,Digital Shop 905,eCommerce,LAC,Integrated,8.7,8000.0,8875,901.41,0.54,1,-12.5,0
906,Express Market 906,Entertainment,MEA,Semi-integrated,7.1,622.2,894,695.97,0.29,8,45.3,0
907,Express Payments 907,eCommerce,LAC,Manual,10.6,7909.3,17921,441.34,0.18,17,11.1,0
908,Peak Shop 908,Restaurant,MEA,Integrated,1.9,93.9,177,530.51,1.26,2,29.6,0
909,Prime Hub 909,eCommerce,North America,Manual,8.3,1374.0,1953,703.53,2.72,4,8.6,0
910,Direct Commerce 910,Retail,Europe,Semi-integrated,3.0,8000.0,7348,1088.73,0.16,3,9.7,0
911,Smart Trade 911,Entertainment,North America,Semi-integrated,1.9,693.4,1222,567.43,0.72,1,-22.0,0
912,Direct Market 912,Restaurant,North America,Integrated,5.9,459.6,596,771.14,0.43,10,-35.0,0
913,Direct Trade 913,eCommerce,Asia Pacific,Semi-integrated,5.0,129.7,360,360.28,1.53,5,33.0,0
914,Peak Trade 914,Services,Europe,Semi-integrated,11.3,3026.9,5556,544.8,0.54,13,9.6,0
915,Prime Trade 915,Travel,Asia Pacific,Integrated,4.2,226.3,603,375.29,0.1,7,12.1,0
916,Direct Trade 916,eCommerce,Asia Pacific,Integrated,9.9,582.5,859,678.11,1.5,11,-17.0,0
917,Peak Payments 917,Travel,LAC,Integrated,9.1,118.1,303,389.77,2.52,1,-10.1,0
918,Peak Pay 918,Entertainment,MEA,Manual,8.2,5882.0,3772,1559.38,0.65,5,29.2,0
919,Digital Commerce 919,Restaurant,MEA,Integrated,11.1,3350.4,4172,803.07,0.11,7,42.8,0
920,Digital Market 920,Travel,Europe,Semi-integrated,5.2,636.4,442,1439.82,1.45,1,-4.4,0
921,Peak Shop 921,Services,Europe,Manual,5.0,132.2,76,1739.47,0.32,7,21.4,0
922,Swift Market 922,Travel,LAC,Integrated,2.4,5711.7,15976,357.52,0.19,8,11.8,0
923,Global Payments 923,eCommerce,North America,Integrated,3.7,398.5,913,436.47,0.71,7,5.6,0
924,Prime Payments 924,Retail,Asia Pacific,Semi-integrated,10.6,141.6,292,484.93,2.0,9,45.0,0
925,Express Hub 925,Restaurant,Asia Pacific,Integrated,6.0,56.4,103,547.57,1.01,14,-1.1,1
926,Direct Shop 926,Services,North America,Semi-integrated,4.4,269.3,518,519.88,0.96,13,32.8,1
927,Digital Trade 927,Travel,LAC,Semi-integrated,3.0,86.8,181,479.56,0.09,0,15.6,0
928,Prime Payments 928,Restaurant,Europe,Semi-integrated,6.1,278.1,713,390.04,1.07,11,7.7,1
929,Express Hub 929,eCommerce,North America,Integrated,8.7,1885.9,3757,501.97,0.83,16,35.4,0
930,Digital Trade 930,Travel,LAC,Semi-integrated,3.8,393.2,932,421.89,0.52,15,13.8,1
931,Direct Market 931,Travel,North America,Semi-integrated,9.2,1094.4,1315,832.24,0.5,5,6.1,0
932,Swift Commerce 932,Entertainment,LAC,Integrated,7.7,241.6,710,340.28,0.05,14,35.6,0
933,Smart Hub 933,Restaurant,North America,Semi-integrated,9.6,728.7,422,1726.78,0.06,14,33.0,0
934,Peak Payments 934,Travel,Asia Pacific,Manual,3.4,8000.0,11731,681.95,0.69,6,32.0,0
935,Express Trade 935,eCommerce,MEA,Semi-integrated,7.8,408.3,1104,369.84,1.62,15,-45.0,1
936,Global Trade 936,Services,Europe,Integrated,2.3,1139.3,1083,1051.99,0.76,11,16.8,0
937,Prime Payments 937,Retail,LAC,Integrated,4.7,74.3,63,1179.37,0.58,13,12.2,1
938,Direct Trade 938,Retail,LAC,Integrated,8.8,5586.7,7897,707.45,0.15,13,7.3,0
939,Smart Hub 939,eCommerce,MEA,Integrated,7.8,341.0,535,637.38,0.74,14,20.2,0
940,Swift Hub 940,Travel,North America,Integrated,2.7,2895.0,8202,352.96,0.05,17,13.2,1
941,Prime Shop 941,Entertainment,LAC,Manual,10.4,559.8,1450,386.07,1.41,15,21.6,0
942,Express Commerce 942,eCommerce,MEA,Integrated,1.1,1565.9,2599,602.5,0.5,7,2.6,1
943,Global Commerce 943,Services,LAC,Semi-integrated,7.3,1701.8,4990,341.04,0.33,10,38.0,0
944,Swift Shop 944,eCommerce,North America,Integrated,11.8,353.0,743,475.1,1.02,11,23.6,0
945,Swift Trade 945,Retail,MEA,Integrated,6.6,3067.7,8234,372.56,0.3,15,18.9,0
946,Global Trade 946,Retail,North America,Integrated,9.7,229.8,256,897.66,1.04,7,17.9,0
947,Prime Shop 947,Services,Asia Pacific,Integrated,7.3,1976.5,3404,580.64,0.39,5,31.1,0
948,Peak Market 948,Retail,Asia Pacific,Semi-integrated,9.5,385.2,221,1742.99,1.73,13,28.4,0
949,Peak Transact 949,Services,Asia Pacific,Manual,8.0,1085.0,566,1916.96,0.45,17,5.7,1
950,Global Trade 950,Restaurant,Asia Pacific,Manual,8.4,348.4,788,442.13,0.23,16,27.8,0
951,Global Payments 951,Retail,North America,Integrated,3.1,713.3,567,1258.02,0.59,2,11.5,0
952,Express Pay 952,Restaurant,Asia Pacific,Semi-integrated,9.0,147.7,276,535.14,0.6,16,46.3,0
953,Smart Market 953,Travel,MEA,Integrated,3.2,940.7,2107,446.46,1.48,14,30.0,0
954,Global Transact 954,eCommerce,Asia Pacific,Manual,11.8,707.6,410,1725.85,0.22,2,-4.5,0
955,Global Transact 955,Entertainment,Europe,Semi-integrated,3.1,312.2,506,617.0,1.17,0,54.6,0
956,Prime Trade 956,Travel,MEA,Integrated,3.2,615.8,1361,452.46,0.4,3,-34.0,0
957,Peak Hub 957,eCommerce,North America,Integrated,10.4,802.4,2186,367.06,0.73,16,20.7,0
958,Peak Commerce 958,Travel,Asia Pacific,Integrated,3.3,280.6,350,801.71,1.04,13,-5.9,0
959,Smart Pay 959,Services,Asia Pacific,Integrated,4.7,555.4,1630,340.74,0.11,10,45.6,0
960,Global Shop 960,eCommerce,Asia Pacific,Manual,8.7,162.8,425,383.06,0.29,11,13.1,1
961,Express Market 961,Retail,MEA,Semi-integrated,2.3,8000.0,17012,470.26,0.34,7,-7.9,1
962,Global Shop 962,eCommerce,Asia Pacific,Manual,2.3,2930.0,4335,675.89,0.09,16,2.7,1
963,Prime Commerce 963,Services,MEA,Integrated,6.1,974.9,2220,439.14,0.22,2,-6.3,0
964,Express Commerce 964,Restaurant,North America,Semi-integrated,3.3,3432.2,8719,393.65,0.11,5,1.9,0
965,Peak Trade 965,Services,LAC,Integrated,3.2,41.6,52,800.0,1.2,3,1.4,0
966,Peak Commerce 966,Travel,Asia Pacific,Semi-integrated,0.6,18.5,55,336.36,0.56,15,-7.0,1
967,Express Trade 967,Travel,Europe,Integrated,4.8,380.3,1054,360.82,0.29,9,13.4,0
968,Smart Market 968,Restaurant,Europe,Integrated,4.2,96.5,165,584.85,1.76,12,15.8,0
969,Swift Market 969,Services,LAC,Semi-integrated,0.9,477.6,1101,433.79,0.15,16,-11.9,1
970,Peak Commerce 970,Retail,LAC,Integrated,7.6,887.1,1605,552.71,0.26,3,-25.2,0
971,Digital Commerce 971,Restaurant,LAC,Integrated,7.7,2412.9,5796,416.3,1.26,17,14.2,0
972,Peak Market 972,eCommerce,North America,Semi-integrated,1.3,135.2,347,389.63,0.07,2,18.6,0
973,Global Trade 973,eCommerce,Asia Pacific,Integrated,4.1,1163.8,649,1793.22,1.2,13,22.6,0
974,Peak Hub 974,eCommerce,MEA,Manual,10.5,678.7,473,1434.88,0.22,12,19.0,0
975,Express Commerce 975,Retail,North America,Semi-integrated,7.2,1081.9,1451,745.62,0.2,14,39.5,0
976,Prime Commerce 976,Restaurant,Asia Pacific,Semi-integrated,5.2,321.3,897,358.19,0.23,2,27.9,0
977,Global Pay 977,Retail,Asia Pacific,Semi-integrated,5.8,4611.9,6897,668.68,0.17,17,60.0,0
978,Smart Trade 978,Travel,MEA,Semi-integrated,2.9,575.4,1564,367.9,0.28,14,60.0,0
979,Smart Pay 979,eCommerce,Europe,Semi-integrated,9.8,7973.3,13204,603.85,0.54,1,-27.2,0
980,Smart Pay 980,Travel,Asia Pacific,Manual,11.0,220.0,268,820.9,0.25,10,-35.9,0
981,Express Hub 981,Travel,LAC,Semi-integrated,11.0,1881.8,5177,363.49,1.14,14,7.9,0
982,Prime Trade 982,Entertainment,North America,Integrated,3.1,611.8,1163,526.05,0.18,8,18.1,0
983,Direct Payments 983,Travel,MEA,Integrated,4.1,420.4,589,713.75,0.34,6,6.5,0
984,Direct Pay 984,Travel,MEA,Semi-integrated,2.3,1612.0,984,1638.21,0.05,4,22.1,0
985,Express Shop 985,Travel,LAC,Integrated,4.0,437.5,340,1286.76,0.72,9,2.6,0
986,Smart Pay 986,Travel,LAC,Integrated,4.3,16.0,50,320.0,0.46,17,-5.9,1
987,Peak Payments 987,Travel,LAC,Integrated,7.8,10.0,50,200.0,0.85,10,-2.9,0
988,Swift Trade 988,Restaurant,LAC,Semi-integrated,2.7,3949.7,7971,495.51,0.09,12,4.0,0
989,Digital Pay 989,Restaurant,MEA,Integrated,11.1,3723.3,4724,788.17,0.06,14,24.9,0
990,Smart Hub 990,Entertainment,Asia Pacific,Semi-integrated,1.7,8000.0,5310,1506.59,0.95,14,-1.7,1
991,Global Shop 991,eCommerce,Asia Pacific,Semi-integrated,0.6,649.0,754,860.74,0.28,7,2.2,0
992,Prime Trade 992,Travel,LAC,Semi-integrated,10.3,108.9,165,660.0,1.63,13,19.4,1
993,Peak Commerce 993,Restaurant,North America,Integrated,8.6,369.7,1101,335.79,0.82,5,4.0,0
994,Swift Market 994,eCommerce,MEA,Semi-integrated,4.6,675.9,1001,675.22,0.1,10,30.3,0
995,Peak Commerce 995,Travel,LAC,Semi-integrated,7.3,162.4,117,1388.03,0.08,5,-10.4,0
996,Prime Payments 996,Travel,LAC,Integrated,3.1,6687.6,13059,512.11,0.8,16,-14.7,0
997,Swift Commerce 997,Travel,Europe,Semi-integrated,2.4,8000.0,22392,357.27,0.88,13,14.1,1
998,Prime Market 998,eCommerce,Europe,Integrated,5.9,1299.3,3205,405.4,0.76,10,16.1,0
999,Global Trade 999,Services,Asia Pacific,Manual,4.6,655.1,1697,386.03,0.73,8,-9.3,0
1000,Digital Payments 1000,Travel,LAC,Integrated,7.6,108.5,306,354.58,1.46,9,34.9,0
1001,Express Payments 1001,Entertainment,LAC,Semi-integrated,3.0,5796.5,12122,478.18,1.28,14,46.5,0
1002,Smart Payments 1002,Entertainment,LAC,Semi-integrated,8.1,740.1,2210,334.89,0.38,4,-4.6,0
1003,Express Payments 1003,Travel,MEA,Integrated,9.3,443.7,258,1719.77,0.87,14,37.7,0
1004,Digital Payments 1004,Services,MEA,Semi-integrated,2.4,1304.6,3375,386.55,0.48,5,-39.6,1
1005,Swift Market 1005,Retail,LAC,Integrated,1.0,293.0,774,378.55,0.08,2,29.5,0
1006,Peak Commerce 1006,Services,Europe,Semi-integrated,5.6,817.0,2280,358.33,1.49,13,-9.2,1
1007,Express Shop 1007,Services,Asia Pacific,Semi-integrated,9.4,88.3,149,592.62,0.09,12,27.5,0
1008,Swift Commerce 1008,Travel,Asia Pacific,Integrated,8.0,3047.0,7524,404.97,1.0,6,-11.2,0
1009,Prime Shop 1009,Entertainment,LAC,Integrated,8.6,574.7,567,1013.58,0.08,11,6.6,0
1010,Swift Shop 1010,Travel,MEA,Semi-integrated,5.1,3368.8,6763,498.12,0.16,13,-8.2,0
1011,Digital Pay 1011,Restaurant,Europe,Integrated,3.2,501.9,700,717.0,0.99,14,3.7,1
1012,Peak Trade 1012,Entertainment,Asia Pacific,Manual,6.6,549.7,1094,502.47,0.22,17,44.6,0
1013,Global Payments 1013,Restaurant,North America,Semi-integrated,2.9,121.8,266,457.89,0.35,15,5.8,0
1014,Prime Transact 1014,Restaurant,LAC,Semi-integrated,8.9,1926.9,2635,731.27,0.52,7,50.2,0
1015,Digital Hub 1015,Travel,Asia Pacific,Integrated,2.8,195.2,203,961.58,2.33,4,0.3,1
1016,Global Market 1016,Services,Asia Pacific,Semi-integrated,3.8,336.6,439,766.74,0.1,1,37.8,0
1017,Digital Market 1017,eCommerce,Asia Pacific,Manual,6.3,666.1,1438,463.21,0.14,10,-24.5,1
1018,Digital Pay 1018,eCommerce,Europe,Integrated,6.1,788.2,1727,456.4,0.45,11,2.3,0
1019,Prime Transact 1019,Retail,Asia Pacific,Integrated,7.4,61.0,143,426.57,0.15,12,-2.7,0
1020,Digital Pay 1020,Retail,LAC,Integrated,5.5,481.5,393,1225.19,0.25,0,38.8,0
1021,Swift Trade 1021,Retail,Europe,Integrated,11.1,2025.0,5156,392.75,0.05,12,11.7,0
1022,Global Market 1022,Retail,North America,Semi-integrated,10.2,391.6,869,450.63,0.11,14,-33.8,1
1023,Smart Shop 1023,Services,Europe,Integrated,10.6,485.6,279,1740.5,0.66,12,-18.2,1
1024,Direct Transact 1024,Services,North America,Semi-integrated,7.7,834.9,1117,747.45,0.82,9,-12.3,1
1025,Peak Market 1025,Entertainment,Europe,Integrated,7.8,557.6,929,600.22,0.27,0,26.7,0
1026,Prime Payments 1026,Retail,LAC,Integrated,7.5,157.2,220,714.55,0.31,8,24.1,0
1027,Smart Payments 1027,Retail,North America,Integrated,5.5,632.1,501,1261.68,0.05,11,2.0,0
1028,Digital Trade 1028,Restaurant,LAC,Manual,4.2,2675.0,2724,982.01,1.09,10,-3.0,1
1029,Digital Transact 1029,Travel,Europe,Semi-integrated,7.3,152.7,85,1796.47,0.92,10,22.3,0
1030,Express Shop 1030,eCommerce,MEA,Integrated,0.8,393.8,288,1367.36,1.53,9,-14.6,1
1031,Direct Shop 1031,eCommerce,LAC,Semi-integrated,0.6,96.1,112,858.04,0.84,9,17.2,0
1032,Smart Payments 1032,Restaurant,Europe,Integrated,10.3,2484.8,6336,392.17,0.1,5,15.5,0
1033,Swift Shop 1033,Entertainment,Asia Pacific,Integrated,1.0,584.5,1061,550.9,1.39,10,2.5,1
1034,Digital Shop 1034,Restaurant,North America,Integrated,6.5,202.3,315,642.22,0.57,5,16.0,0
1035,Direct Pay 1035,Retail,North America,Manual,7.6,756.9,1631,464.07,1.64,8,10.0,1
